weight;word;color;url
772;<distributor, foundedBy, Carl_Laemmle>;;
750;<distributor, founders, David_Horsley>;;
57;<cinematography, Elliot_Davis_(cinematographer)>;;
206;<subject, 1992_drama_films>;;
1219;<subject, Metro-Goldwyn-Mayer_films>;;
1540;<distributor, Metro-Goldwyn-Mayer>;;
244;<subject, 1992_comedy_films>;;
49;<studio, Interscope_Communications>;;
545;<subject, Films_set_in_1988>;;
863;<subject, 1992_films>;;
2453;<subject, Films_shot_in_Arizona>;;
1187;<subject, Films_set_in_1969>;;
438;<subject, Films_set_in_Arizona>;;
1048;<subject, Films_set_in_the_1960s>;;
1153;<subject, Films_set_in_the_1950s>;;
1199;<subject, Incest_in_film>;;
313;<subject, Films_set_in_1962>;;
3503;<subject, Films_shot_in_California>;;
1051;<subject, Films_featuring_a_Best_Drama_Actor_Golden_Globe_winning_performance>;;
298;<subject, Films_shot_in_Maine>;;
483;<subject, American_coming-of-age_comedy-drama_films>;;
476;<subject, Films_set_in_Georgia_(U.S._state)>;;
332;<subject, Films_shot_in_Montana>;;
265;<subject, 1990s_coming-of-age_comedy-drama_films>;;
396;<subject, Military_humor_in_film>;;
1744;<starring, subject, Male_actors_from_New_York_City>;;
3091;<subject, core#broader, American_horror_films>;;
707;<subject, Films_with_screenplays_by_John_Hughes_(filmmaker)>;;
648;<writer, John_Hughes_(filmmaker)>;;
193;<writer, restingPlace, Lake_Forest_Cemetery>;;
105;<writer, birthPlace, Lansing,_Michigan>;;
88;<writer, subject, Burials_at_Lake_Forest_Cemetery>;;
408;<starring, subject, American_television_talk_show_hosts>;;
88;<writer, sameAs, 47935658>;;
684;<productionCompany, subject, Cinema_of_Southern_California>;;
88;<writer, subject, People_from_Grosse_Pointe,_Michigan>;;
88;<subject, core#broader, Works_by_John_Hughes_(filmmaker)>;;
88;<writer, isPrimaryTopicOf, John_Hughes_(filmmaker)>;;
142;<studio, subject, Hollywood_history_and_culture>;;
289;<studio, subject, Cinema_of_Southern_California>;;
2208;<editing, occupation, Film_editor>;;
88;<writer, subject, Writers_from_Lansing,_Michigan>;;
96;<writer, subject, 2009_deaths>;;
475;<productionCompany, subject, Hollywood_history_and_culture>;;
123;<studio, subject, American_film_studios>;;
96;<starring, subject, Haverford_College_alumni>;;
88;<writer, subject, Glenbrook_North_High_School_alumni>;;
76;<writer, subject, People_from_Northbrook,_Illinois>;;
101;<writer, subject, National_Lampoon_people>;;
105;<writer, subject, Film_producers_from_Michigan>;;
1725;<starring, subject, American_television_actresses>;;
407;<starring, subject, American_female_singers>;;
1616;<starring, subject, American_child_actresses>;;
76;<writer, occupation, John_Hughes_(filmmaker)__PersonFunction__1>;;
78;<writer, deathPlace, New_York_(state)>;;
218;<subject, core#broader, 1980s_comedy_films>;;
76;<writer, subject, Film_producers_from_Arizona>;;
465;<productionCompany, subject, American_film_studios>;;
177;<starring, subject, Late_night_television_talk_show_hosts>;;
223;<subject, core#broader, 1980s_films>;;
555;<artist, subject, Male_film_score_composers>;;
1019;<subject, core#broader, Cinema_of_California>;;
1174;<starring, subject, Screenwriters_from_New_York_(state)>;;
607;<artist, subject, American_film_score_composers>;;
792;<subject, core#broader, California_culture>;;
427;<starring, subject, 1953_births>;;
21;<starring, subject, People_from_Glen_Ellyn,_Illinois>;;
1858;<distributor, product, Film>;;
265;<starring, Chevy_Chase>;;
258;<subject, Films_about_vacationing>;;
544;<subject, Films_produced_by_John_Hughes_(filmmaker)>;;
575;<music, Harry_Manfredini>;;
1627;<subject, 1980s_slasher_films>;;
575;<musicComposer, Harry_Manfredini>;;
786;<subject, 1980s_serial_killer_films>;;
571;<subject, Films_set_in_1984>;;
575;<subject, Films_scored_by_Harry_Manfredini>;;
305;<starring, Bill_Pullman>;;
25;<subject, core#broader, Works_about_vacationing>;;
68;<subject, core#broader, Films_about_vacationing>;;
74;<starring, after, Jane_Curtin>;;
61;<producer, subject, 1926_births>;;
74;<starring, isPrimaryTopicOf, Chevy_Chase>;;
122;<starring, subject, Schuyler_family>;;
38;<studio, subject, Members_of_the_Motion_Picture_Association>;;
74;<starring, subject, Riverdale_Country_School_alumni>;;
25;<starring, subject, Singers_from_Ohio>;;
91;<producer, birthPlace, Brooklyn>;;
105;<producer, subject, Television_producers_from_New_York_City>;;
1912;<productionCompany, industry, Outline_of_entertainment>;;
74;<starring, subject, Mad_(magazine)_people>;;
58;<starring, subject, Place_of_birth_missing_(living_people)>;;
89;<starring, education, Bard_College>;;
111;<starring, subject, American_people_of_British_descent>;;
511;<subject, core#broader, Films_set_in_Illinois>;;
74;<starring, sameAs, 69115086>;;
777;<starring, subject, People_from_Manhattan>;;
22;<productionCompany, subject, Organizations_awarded_an_Academy_Honorary_Award>;;
278;<productionCompany, subject, Members_of_the_Motion_Picture_Association>;;
13;<studio, subject, Organizations_awarded_an_Academy_Honorary_Award>;;
293;<subject, core#broader, Films_shot_in_Europe_by_country>;;
62;<starring, subject, Vietnam_War_draft_evaders>;;
13;<subject, core#broader, American_comedy_road_movies>;;
213;<subject, Films_shot_in_Italy>;;
402;<subject, 1985_comedy_films>;;
138;<subject, 1980s_adventure_comedy_films>;;
46;<subject, Films_set_in_Rome>;;
271;<subject, Films_set_in_Germany>;;
67;<subject, Films_shot_in_Rome>;;
195;<subject, Films_shot_in_Paris>;;
448;<subject, American_Christmas_comedy_films>;;
528;<subject, Films_shot_in_Colorado>;;
879;<subject, 1984_films>;;
462;<subject, Films_about_families>;;
285;<subject, 1980s_high_school_films>;;
245;<starring, Emilio_Estevez>;;
321;<subject, American_teen_comedy-drama_films>;;
358;<subject, Films_shot_in_Illinois>;;
385;<subject, American_pregnancy_films>;;
104;<subject, 1980s_mystery_films>;;
255;<starring, Oliver_Platt>;;
323;<subject, 1990s_comedy_horror_films>;;
243;<subject, Films_set_in_Maine>;;
2943;<subject, Films_featuring_puppetry>;;
467;<subject, Self-reflexive_films>;;
247;<subject, 1980s_parody_films>;;
455;<subject, American_robot_films>;;
211;<productionCompany, Metro-Goldwyn-Mayer>;;
1483;<writer, subject, American_television_writers>;;
240;<writer, subject, 21st-century_American_screenwriters>;;
893;<writer, subject, 21st-century_American_comedians>;;
172;<writer, subject, American_male_voice_actors>;;
336;<writer, subject, American_male_comedians>;;
1198;<starring, subject, 21st-century_Canadian_male_actors>;;
1153;<starring, subject, 20th-century_Canadian_male_actors>;;
772;<starring, subject, Male_actors_from_Toronto>;;
1645;<starring, subject, African-American_male_actors>;;
871;<producer, birthPlace, Los_Angeles>;;
1321;<writer, subject, Film_producers_from_California>;;
704;<producer, birthPlace, California>;;
47;<studio, keyPerson, Chairman>;;
598;<subject, core#broader, Robot_films>;;
596;<starring, subject, 21st-century_British_male_actors>;;
1815;<starring, subject, People_with_acquired_American_citizenship>;;
650;<starring, subject, Male_actors_from_Ontario>;;
910;<starring, subject, Drama_Desk_Award_winners>;;
234;<subject, core#broader, Films_about_artificial_intelligence>;;
702;<starring, subject, Canadian_film_producers>;;
489;<starring, subject, 20th-century_British_male_actors>;;
3458;<music, subject, American_male_conductors_(music)>;;
3554;<musicComposer, subject, American_male_conductors_(music)>;;
334;<writer, subject, Canadian_male_screenwriters>;;
645;<writer, subject, Canadian_screenwriters>;;
321;<subject, core#broader, Action_films_by_decade>;;
683;<musicComposer, subject, Thornton_School_of_Music_alumni>;;
289;<writer, subject, Canadian_emigrants_to_the_United_States>;;
144;<producer, subject, American_people_of_Jewish_descent>;;
588;<music, subject, Thornton_School_of_Music_alumni>;;
396;<music, subject, American_session_musicians>;;
865;<musicComposer, occupation, Songwriter>;;
737;<musicComposer, occupation, Session_musician>;;
99;<writer, subject, 1969_births>;;
261;<music, occupation, Session_musician>;;
469;<music, occupation, Songwriter>;;
378;<musicComposer, subject, American_session_musicians>;;
502;<starring, subject, 20th-century_American_writers>;;
27;<writer, subject, Comedians_from_California>;;
115;<writer, subject, 1961_births>;;
179;<writer, subject, American_people_of_Italian_descent>;;
455;<producer, almaMater, University_of_Southern_California>;;
162;<starring, subject, Annie_Award_winners>;;
307;<writer, subject, Male_actors_of_Italian_descent>;;
35;<writer, subject, Male_actors_from_Los_Angeles>;;
212;<subject, core#broader, Comedy_film_series>;;
336;<starring, subject, Canadian_people_of_French_descent>;;
816;<starring, subject, Canadian_expatriate_male_actors_in_the_United_States>;;
129;<writer, subject, Canadian_male_television_actors>;;
637;<starring, subject, Canadian_sketch_comedians>;;
504;<starring, subject, Canadian_male_screenwriters>;;
106;<writer, subject, 21st-century_Canadian_male_actors>;;
112;<writer, subject, Canadian_male_film_actors>;;
218;<subject, core#broader, Wikipedia_categories_named_after_fictional_characters>;;
487;<starring, subject, Comedians_from_Toronto>;;
812;<starring, subject, 21st-century_Canadian_comedians>;;
755;<starring, subject, 20th-century_Canadian_comedians>;;
89;<writer, subject, 20th-century_Canadian_male_actors>;;
106;<subject, core#broader, Trilogies>;;
880;<subject, Android_(robot)_films>;;
437;<subject, Films_produced_by_Brian_Grazer>;;
241;<starring, Eddie_Murphy>;;
752;<producer, Brian_Grazer>;;
231;<producer, James_G._Robinson>;;
308;<productionCompany, Morgan_Creek_Productions>;;
342;<studio, Morgan_Creek_Entertainment>;;
193;<subject, American_comedy_mystery_films>;;
351;<cinematography, Matthew_F._Leonetti>;;
217;<subject, Foreign_films_shot_in_Thailand>;;
358;<subject, 1997_directorial_debut_films>;;
411;<cinematography, Dean_Semler>;;
652;<subject, American_crime_comedy_films>;;
1684;<music, subject, Living_people>;;
422;<starring, subject, Actresses_from_New_Jersey>;;
1004;<starring, subject, LGBT_rights_activists_from_the_United_States>;;
2277;<musicComposer, subject, Living_people>;;
4065;<editing, subject, American_Cinema_Editors>;;
4845;<director, subject, Horror_film_directors>;;
738;<subject, core#broader, 2000_videos>;;
177;<subject, core#broader, Films_shot_in_California>;;
369;<starring, subject, University_of_California,_Los_Angeles_alumni>;;
128;<subject, core#broader, Films_scored_by_Canadian_composers>;;
214;<starring, subject, Naturalized_citizens_of_Germany>;;
1603;<starring, subject, Actresses_of_British_descent>;;
366;<starring, subject, American_child_models>;;
114;<music, subject, Canadian_film_score_composers>;;
2129;<subject, core#broader, American_comedy_films_by_genre>;;
107;<musicComposer, subject, Canadian_film_score_composers>;;
399;<musicComposer, subject, Berklee_College_of_Music_alumni>;;
370;<music, subject, Berklee_College_of_Music_alumni>;;
640;<starring, subject, 1960_births>;;
502;<musicComposer, subject, Male_opera_composers>;;
449;<music, subject, Male_opera_composers>;;
2389;<starring, subject, Outstanding_Performance_by_a_Cast_in_a_Motion_Picture_Screen_Actors_Guild_Award_winners>;;
430;<starring, Kirsten_Dunst>;;
1326;<writer, subject, 21st-century_American_writers>;;
32;<title, subject, Mercury_Records_singles>;;
329;<extra, subject, Atlantic_Records_artists>;;
120;<starring, subject, Actresses_from_Pennsylvania>;;
270;<extra, genre, Pop_music>;;
141;<extra, label, Capitol_Records>;;
38;<extra, recordLabel, Arista_Records>;;
194;<extra, recordLabel, Capitol_Records>;;
93;<writer, subject, 1964_births>;;
558;<extra, subject, Living_people>;;
27;<cinematography, birthPlace, Iran>;;
311;<extra, genre, Rock_music>;;
18;<extra, subject, 20th-century_American_drummers>;;
71;<extra, genre, Rhythm_and_blues>;;
1422;<writer, subject, Science_fiction_fans>;;
184;<starring, subject, Male_actors_from_Missouri>;;
32;<title, subject, 1975_songs>;;
27;<extra, subject, American_multi-instrumentalists>;;
56;<extra, subject, 20th-century_American_women_singers>;;
84;<writer, subject, Male_actors_from_New_Jersey>;;
17;<title, recordLabel, Geffen_Records>;;
818;<starring, subject, 1967_births>;;
13;<subject, core#broader, 2000s_comedy-drama_films>;;
864;<writer, subject, Year_of_birth_missing_(living_people)>;;
54;<extra, recordLabel, Mercury_Records>;;
225;<extra, subject, 21st-century_American_singers>;;
61;<extra, genre, Soul_music>;;
13;<title, subject, Geffen_Records_singles>;;
111;<writer, subject, Writers_from_New_Jersey>;;
1446;<starring, subject, Activists_from_California>;;
13;<title, recordLabel, Mercury_Records>;;
13;<extra, label, Arista_Records>;;
40;<extra, subject, American_rock_guitarists>;;
27;<extra, subject, African-American_musical_groups>;;
13;<title, label, Geffen_Records>;;
82;<extra, genre, Funk>;;
87;<extra, subject, 21st-century_American_women_singers>;;
13;<cinematography, subject, Iranian_cinematographers>;;
123;<writer, subject, Film_directors_from_New_Jersey>;;
529;<starring, subject, 21st-century_American_women_singers>;;
296;<starring, subject, American_people_of_Norwegian_descent>;;
1197;<writer, subject, 20th-century_American_writers>;;
13;<title, subject, 1975_singles>;;
56;<starring, subject, African-American_models>;;
2952;<distributor, type, Division_(business)>;;
125;<extra, subject, 20th-century_American_singers>;;
13;<cinematography, subject, Iranian_diaspora_film_people>;;
987;<starring, subject, 21st-century_American_singers>;;
83;<starring, subject, African-American_female_singers>;;
314;<subject, Beacon_Pictures_films>;;
573;<productionCompany, Columbia_Pictures>;;
132;<starring, Viggo_Mortensen>;;
496;<studio, Columbia_Pictures>;;
232;<subject, Films_about_alcoholism>;;
273;<starring, Antonio_Banderas>;;
290;<subject, Southern_Gothic_films>;;
225;<subject, Films_set_in_New_Orleans>;;
550;<subject, Films_scored_by_Elliot_Goldenthal>;;
549;<music, Elliot_Goldenthal>;;
191;<subject, Films_shot_in_New_Orleans>;;
541;<musicComposer, Elliot_Goldenthal>;;
726;<subject, 1995_drama_films>;;
1047;<subject, Films_about_death>;;
318;<subject, 1995_independent_films>;;
196;<subject, Canadian_films>;;
1950;<starring, occupation, Actor>;;
1479;<starring, subject, 20th-century_American_comedians>;;
818;<starring, subject, Canadian_people_of_English_descent>;;
1763;<starring, subject, 21st-century_American_comedians>;;
443;<subject, core#broader, American_sports_films>;;
1228;<producer, occupation, Screenwriter>;;
127;<producer, subject, University_of_Southern_California_alumni>;;
63;<studio, sameAs, 133636157>;;
63;<studio, subject, Walt_Disney_Pictures>;;
53;<studio, subject, 1983_establishments_in_California>;;
51;<studio, subject, Mass_media_companies_established_in_1983>;;
52;<studio, subject, American_companies_established_in_1983>;;
475;<producer, subject, People_from_Los_Angeles>;;
52;<studio, wikiPageInterLanguageLink, The_Walt_Disney_Company>;;
52;<studio, isPrimaryTopicOf, Walt_Disney_Pictures>;;
62;<subject, core#broader, Sports_films_by_sport>;;
1382;<starring, subject, American_sketch_comedians>;;
875;<starring, subject, 1961_births>;;
1531;<editing, subject, Place_of_birth_missing_(living_people)>;;
336;<starring, subject, American_people_of_German-Jewish_descent>;;
438;<director, subject, Jewish_American_screenwriters>;;
171;<subject, core#broader, Slapstick_films>;;
399;<starring, subject, Comedians_from_Illinois>;;
685;<starring, subject, American_male_singers>;;
335;<starring, occupation, Screenwriter>;;
363;<starring, subject, Canadian_male_child_actors>;;
40;<producer, nationality, Americans>;;
70;<starring, birthPlace, The_Bronx>;;
25;<subject, core#broader, Walt_Disney_Studios_franchises>;;
8;<producer, subject, Great_Neck_North_High_School_alumni>;;
881;<editing, birthPlace, United_States>;;
8;<producer, stateOfOrigin, Americans>;;
710;<starring, occupation, Comedian>;;
560;<writer, subject, 20th-century_American_comedians>;;
382;<writer, subject, American_sketch_comedians>;;
1671;<director, subject, USC_School_of_Cinematic_Arts_alumni>;;
45;<subject, core#broader, Sports_films>;;
53;<subject, core#broader, Films_about_ball_games>;;
1043;<music, subject, Animation_composers>;;
144;<studio, hqLocationCountry, United_States>;;
644;<subject, core#broader, Films_based_on_novels>;;
95;<productionCompany, wikiPageInterLanguageLink, The_Walt_Disney_Company>;;
95;<productionCompany, subject, American_companies_established_in_1983>;;
95;<productionCompany, isPrimaryTopicOf, Walt_Disney_Pictures>;;
96;<productionCompany, subject, 1983_establishments_in_California>;;
95;<productionCompany, subject, Walt_Disney_Pictures>;;
95;<productionCompany, sameAs, 133636157>;;
89;<productionCompany, subject, Mass_media_companies_established_in_1983>;;
4249;<musicComposer, subject, American_music_arrangers>;;
4810;<editing, subject, Best_Film_Editing_Academy_Award_winners>;;
164;<director, subject, 1947_births>;;
179;<subject, American_teen_films>;;
161;<subject, War_adventure_films>;;
234;<subject, Films_scored_by_Basil_Poledouris>;;
205;<music, Basil_Poledouris>;;
199;<musicComposer, Basil_Poledouris>;;
1246;<cinematography, Mark_Irwin>;;
813;<music, Jerry_Goldsmith>;;
799;<musicComposer, Jerry_Goldsmith>;;
753;<subject, Films_scored_by_Jerry_Goldsmith>;;
279;<starring, Tommy_Lee_Jones>;;
101;<starring, Denis_Leary>;;
112;<subject, Films_about_adoption>;;
241;<subject, 1996_directorial_debut_films>;;
265;<producer, Brad_Krevoy>;;
39;<subject, Films_based_on_actual_events>;;
495;<cinematography, Michael_Chapman_(cinematographer)>;;
273;<starring, subject, Actresses_awarded_British_damehoods>;;
727;<starring, birthPlace, London>;;
164;<starring, honorificPrefix, Dame>;;
150;<starring, subject, Dames_Commander_of_the_Order_of_the_British_Empire>;;
535;<starring, subject, Best_Screenplay_Golden_Globe_winners>;;
529;<starring, subject, Actresses_from_London>;;
139;<starring, subject, People_from_Hammersmith>;;
41;<starring, subject, Anglo-Scots>;;
121;<starring, subject, People_educated_at_Latymer_Upper_School>;;
914;<starring, subject, Male_actors_from_London>;;
121;<starring, education, Latymer_Upper_School>;;
41;<starring, subject, People_educated_at_Camden_School_for_Girls>;;
564;<producer, subject, Filmmakers_who_won_the_Best_Film_BAFTA_Award>;;
337;<starring, subject, Labour_Party_(UK)_people>;;
1230;<starring, subject, Alumni_of_the_Royal_Academy_of_Dramatic_Art>;;
1159;<starring, subject, Royal_Shakespeare_Company_members>;;
1167;<starring, subject, English-language_film_directors>;;
122;<starring, Emma_Thompson>;;
43;<starring, subject, Individualist_feminists>;;
509;<musicComposer, subject, Ivor_Novello_Award_winners>;;
43;<starring, isPrimaryTopicOf, Emma_Thompson>;;
43;<starring, works, Emma_Thompson_on_stage_and_screen>;;
43;<starring, awards, List_of_awards_and_nominations_received_by_Emma_Thompson>;;
1277;<starring, subject, 1946_births>;;
80;<starring, subject, People_from_Paddington>;;
31;<starring, depiction, Emma_Thompson_at_climate_march.jpg>;;
31;<starring, sameAs, 85084553>;;
190;<starring, subject, 20th-century_British_writers>;;
31;<starring, subject, British_atheists>;;
77;<starring, subject, Best_Adapted_Screenplay_Academy_Award_winners>;;
31;<starring, subject, People_associated_with_Argyll_and_Bute>;;
190;<starring, subject, 21st-century_British_writers>;;
271;<music, genre, Classical_music>;;
31;<starring, spouse, Kenneth_Branagh>;;
473;<starring, subject, Deaths_from_cancer_in_England>;;
50;<starring, subject, British_musical_theatre_actresses>;;
31;<starring, subject, British_radio_actresses>;;
224;<starring, almaMater, New_College,_Oxford>;;
31;<starring, occupation, Emma_Thompson__PersonFunction__1>;;
31;<starring, subject, British_women_comedians>;;
566;<starring, subject, English_stage_actresses>;;
55;<starring, subject, Writers_from_London>;;
31;<starring, spouse, Greg_Wise>;;
66;<starring, subject, Best_Actress_BAFTA_Award_(television)_winners>;;
31;<starring, mother, Phyllida_Law>;;
31;<starring, subject, British_feminist_writers>;;
112;<starring, subject, Alumni_of_New_College,_Oxford>;;
173;<starring, subject, British_screenwriters>;;
274;<subject, core#broader, Films_scored_by_British_composers>;;
31;<starring, subject, British_voice_actresses>;;
301;<starring, subject, 2016_deaths>;;
31;<starring, subject, Fellows_of_Newnham_College,_Cambridge>;;
112;<starring, subject, People_from_Chiswick>;;
31;<starring, subject, British_environmentalists>;;
31;<starring, subject, British_women_screenwriters>;;
684;<starring, subject, English_film_actresses>;;
64;<starring, subject, British_television_actresses>;;
99;<starring, birthPlace, Paddington>;;
44;<starring, subject, Alumni_of_Newnham_College,_Cambridge>;;
62;<starring, almaMater, Newnham_College,_Cambridge>;;
88;<starring, subject, British_stage_actresses>;;
31;<starring, subject, British_women_environmentalists>;;
31;<subject, core#broader, Films_set_in_the_United_Kingdom>;;
138;<starring, subject, Writers_Guild_of_America_Award_winners>;;
31;<starring, subject, 21st-century_atheists>;;
221;<music, subject, Ivor_Novello_Award_winners>;;
31;<starring, subject, 20th-century_atheists>;;
88;<starring, subject, 20th-century_British_actresses>;;
624;<starring, subject, English_television_actresses>;;
367;<musicComposer, genre, Classical_music>;;
31;<starring, title, List_of_awards_and_nominations_received_by_Emma_Thompson>;;
92;<starring, subject, English_theatre_directors>;;
31;<starring, relative, Sophie_Thompson>;;
31;<starring, subject, 21st-century_British_women_writers>;;
31;<starring, subject, British_Shakespearean_actresses>;;
31;<starring, subject, Emma_Thompson>;;
31;<starring, relatives, Sophie_Thompson>;;
31;<starring, father, Eric_Thompson>;;
31;<starring, award, List_of_awards_and_nominations_received_by_Emma_Thompson>;;
31;<starring, subject, 20th-century_British_women_writers>;;
674;<starring, subject, 21st-century_English_actresses>;;
31;<starring, subject, 21st-century_British_actresses>;;
61;<starring, subject, British_film_actresses>;;
191;<subject, Films_scored_by_Patrick_Doyle>;;
235;<musicComposer, Patrick_Doyle>;;
230;<music, Patrick_Doyle>;;
373;<subject, Films_set_in_country_houses>;;
249;<subject, Films_set_in_England>;;
283;<starring, Hugh_Grant>;;
34;<music, subject, Scottish_film_score_composers>;;
53;<subject, core#broader, Country_houses>;;
57;<starring, Kenneth_Branagh>;;
122;<subject, British_independent_films>;;
2247;<subject, British_films>;;
127;<subject, 1995_romantic_drama_films>;;
937;<distributor, Sony_Pictures_Releasing>;;
264;<subject, Films_featuring_hypnosis>;;
327;<editing, Peter_E._Berger>;;
165;<subject, British_drama_films>;;
129;<subject, British_LGBT-related_films>;;
438;<subject, Gramercy_Pictures_films>;;
144;<starring, Andie_MacDowell>;;
73;<studio, Film4_Productions>;;
130;<subject, Film4_Productions_films>;;
282;<subject, Films_featuring_a_Best_Musical_or_Comedy_Actor_Golden_Globe_winning_performance>;;
148;<subject, Best_Foreign_Film_César_Award_winners>;;
36;<distributor, The_Rank_Organisation>;;
236;<subject, 1994_independent_films>;;
1345;<subject, 1994_films>;;
1467;<subject, 1999_comedy_films>;;
193;<distributor, Lionsgate_Films>;;
261;<subject, Films_about_angels>;;
426;<label, Warner_Records>;;
114;<productionCompany, BBC_Films>;;
24;<distributor, The_Samuel_Goldwyn_Company>;;
18;<subject, The_Samuel_Goldwyn_Company_films>;;
79;<subject, British_romantic_comedy_films>;;
1231;<distributor, subject, Companies_based_in_Beverly_Hills,_California>;;
2083;<distributor, United_Artists>;;
1263;<studio, Eon_Productions>;;
842;<subject, Films_produced_by_Albert_R._Broccoli>;;
1322;<subject, United_Artists_films>;;
1254;<productionCompany, Eon_Productions>;;
1251;<subject, James_Bond_films>;;
1249;<subject, Eon_Productions_films>;;
301;<distributor, depiction, Fairbanks_-_Pickford_-_Chaplin_-_Griffith.png>;;
239;<distributor, subject, Mass_media_companies_established_in_1919>;;
168;<distributor, subject, Mary_Pickford>;;
1032;<subject, core#broader, Films_shot_at_Pinewood_Studios>;;
1032;<subject, core#broader, British_action_adventure_films>;;
242;<distributor, subject, D._W._Griffith>;;
244;<distributor, parentCompany, Metro-Goldwyn-Mayer>;;
236;<distributor, isPrimaryTopicOf, United_Artists>;;
147;<distributor, foundedBy, Charlie_Chaplin>;;
152;<distributor, foundedBy, D._W._Griffith>;;
152;<distributor, subject, Charlie_Chaplin>;;
164;<distributor, sameAs, 130284490>;;
1830;<studio, industry, Outline_of_entertainment>;;
242;<distributor, product, Film_distribution>;;
1032;<studio, parentCompany, Danjaq>;;
298;<distributor, foundedBy, Douglas_Fairbanks>;;
1010;<studio, locationCountry, United_Kingdom>;;
1032;<studio, products, Production_of_the_James_Bond_films>;;
1032;<studio, founder, Albert_R._Broccoli>;;
1032;<subject, core#broader, Films_about_orphans>;;
1032;<subject, core#broader, Casual_sex_in_films>;;
1014;<studio, subject, Mass_media_companies_based_in_London>;;
1032;<productionCompany, isPrimaryTopicOf, Eon_Productions>;;
147;<distributor, founders, Douglas_Fairbanks>;;
1032;<productionCompany, products, Production_of_the_James_Bond_films>;;
1032;<subject, core#broader, British_spy_thriller_films>;;
298;<distributor, founders, Mary_Pickford>;;
2051;<studio, type, Private_company_limited_by_shares>;;
1019;<studio, sameAs, 151397035>;;
242;<distributor, products, Film_distribution>;;
1019;<productionCompany, foundedBy, Albert_R._Broccoli>;;
147;<distributor, subject, 1981_mergers_and_acquisitions>;;
166;<distributor, location, West_Hollywood,_California>;;
1019;<productionCompany, founder, Albert_R._Broccoli>;;
976;<subject, core#broader, Films_about_terrorism>;;
1019;<productionCompany, founder, Harry_Saltzman>;;
1019;<productionCompany, owl#differentFrom, Eon_Films>;;
962;<studio, subject, James_Bond>;;
1004;<studio, founder, Harry_Saltzman>;;
1004;<studio, keyPerson, Michael_G._Wilson>;;
1004;<productionCompany, sameAs, 151397035>;;
1004;<subject, core#broader, Spy_action_films>;;
256;<distributor, foundedBy, Mary_Pickford>;;
1004;<productionCompany, product, James_Bond_in_film>;;
1030;<subject, core#broader, Films_by_character>;;
256;<distributor, subject, James_Bond>;;
122;<distributor, subject, Entertainment_companies_established_in_1919>;;
122;<distributor, subject, 1919_establishments_in_California>;;
642;<subject, core#broader, Metro-Goldwyn-Mayer_films>;;
1004;<studio, parent, Danjaq>;;
1004;<studio, foundedBy, Albert_R._Broccoli>;;
943;<distributor, industry, Television>;;
1004;<studio, keyPeople, Barbara_Broccoli>;;
1004;<subject, core#broader, British_action_thriller_films>;;
981;<productionCompany, locationCountry, United_Kingdom>;;
110;<distributor, founders, Charlie_Chaplin>;;
1004;<productionCompany, subject, 1961_establishments_in_England>;;
1004;<productionCompany, keyPeople, Barbara_Broccoli>;;
1004;<subject, core#broader, James_Bond_in_film>;;
2547;<distributor, location, United_States>;;
998;<productionCompany, foundedBy, Harry_Saltzman>;;
1714;<productionCompany, type, Private_company_limited_by_shares>;;
998;<studio, keyPerson, Barbara_Broccoli>;;
998;<productionCompany, keyPerson, Barbara_Broccoli>;;
998;<studio, subject, 1961_establishments_in_England>;;
110;<distributor, founders, D._W._Griffith>;;
977;<studio, isPrimaryTopicOf, Eon_Productions>;;
977;<studio, foundedBy, Harry_Saltzman>;;
977;<productionCompany, parent, Danjaq>;;
977;<subject, core#broader, Films_about_the_Secret_Intelligence_Service>;;
176;<distributor, location, Beverly_Hills,_California>;;
977;<productionCompany, keyPerson, Michael_G._Wilson>;;
950;<productionCompany, locationCity, London>;;
977;<productionCompany, keyPeople, Michael_G._Wilson>;;
977;<studio, product, James_Bond_in_film>;;
264;<distributor, subject, Metro-Goldwyn-Mayer_subsidiaries>;;
1011;<subject, core#broader, Films_set_in_Europe>;;
967;<subject, core#broader, Film_series_based_on_British_novels>;;
958;<subject, core#broader, Thriller_films_by_series>;;
967;<studio, owl#differentFrom, Eon_Films>;;
735;<producer, Albert_R._Broccoli>;;
1087;<subject, British_sequel_films>;;
698;<writer, Richard_Maibaum>;;
692;<subject, Films_with_screenplays_by_Richard_Maibaum>;;
515;<subject, Films_scored_by_John_Barry_(composer)>;;
509;<music, John_Barry_(composer)>;;
502;<musicComposer, John_Barry_(composer)>;;
547;<subject, Cold_War_spy_films>;;
238;<subject, 1970s_action_thriller_films>;;
697;<starring, Sean_Connery>;;
392;<subject, Foreign_films_shot_in_Switzerland>;;
600;<productionCompany, United_Artists>;;
571;<studio, United_Artists>;;
140;<subject, Films_set_in_Venice>;;
394;<subject, 1974_films>;;
237;<subject, Films_set_in_Hong_Kong>;;
182;<subject, Films_set_in_Thailand>;;
350;<subject, Films_about_contract_killing>;;
341;<country, United_Kingdom>;;
588;<subject, Films_about_nuclear_war_and_weapons>;;
566;<subject, British_films_about_revenge>;;
80;<subject, 1962_films>;;
163;<subject, Films_based_on_adaptations>;;
76;<subject, 1996_LGBT-related_films>;;
112;<subject, American_remakes_of_French_films>;;
311;<subject, American_films_based_on_plays>;;
209;<subject, LGBT-related_comedy_films>;;
723;<subject, 1996_comedy_films>;;
823;<distributor, United_International_Pictures>;;
