weight;word;color;url
3408;<director, subject, Male_actors_from_New_York_(state)>;;
3570;<director, isPrimaryTopicOf, Steven_Spielberg>;;
5277;<director, subject, Film_directors_from_Ohio>;;
3486;<director, subject, 21st-century_American_screenwriters>;;
3281;<director, subject, Film_directors_from_Los_Angeles>;;
4387;<editing, birthPlace, New_York_City>;;
8125;<director, subject, California_Democrats>;;
3577;<director, subject, Jewish_American_writers>;;
4419;<director, subject, Writers_from_Scottsdale,_Arizona>;;
3187;<director, subject, Male_actors_from_New_Jersey>;;
3374;<director, awards, List_of_awards_and_nominations_received_by_Steven_Spielberg>;;
10462;<director, subject, David_di_Donatello_winners>;;
2931;<director, subject, Film_directors_from_New_York_(state)>;;
2715;<director, subject, Film_directors_from_New_Jersey>;;
5666;<director, father, Arnold_Spielberg>;;
5649;<director, subject, Commanders_of_the_Order_of_the_Crown_(Belgium)>;;
3967;<director, almaMater, California_State_University,_Long_Beach>;;
2880;<director, subject, Male_actors_from_Cincinnati>;;
4143;<director, subject, Male_actors_from_Los_Angeles>;;
2539;<director, occupation, Steven_Spielberg__PersonFunction__1>;;
2396;<director, subject, Presidential_Medal_of_Freedom_recipients>;;
2335;<director, subject, American_film_production_company_founders>;;
1448;<editing, subject, Eagle_Scouts_(Boy_Scouts_of_America)>;;
5659;<subject, Films_shot_in_Hertfordshire>;;
3402;<subject, Treasure_hunt_films>;;
2975;<subject, 1980s_action_films>;;
2590;<producer, Gale_Anne_Hurd>;;
1417;<subject, Films_produced_by_Gale_Anne_Hurd>;;
1901;<subject, Post-apocalyptic_films>;;
1702;<subject, 1984_films>;;
1406;<subject, 1989_films>;;
1637;<subject, 1981_films>;;
1380;<subject, American_adventure_films>;;
1558;<subject, 1980s_adventure_films>;;
1545;<subject, Films_shot_in_France>;;
1698;<subject, Mutual_Film_Company_films>;;
1528;<subject, Films_shot_in_the_Republic_of_Ireland>;;
1688;<subject, Films_set_in_France>;;
1848;<subject, World_War_II_films>;;
3518;<starring, Tom_Hanks>;;
1873;<subject, 1998_drama_films>;;
1833;<studio, Paramount_Pictures>;;
3153;<subject, DreamWorks_Pictures_films>;;
538;<subject, 1980s_monster_movies>;;
1109;<subject, American_monster_movies>;;
665;<subject, 1986_horror_films>;;
2774;<subject, Films_shot_at_Pinewood_Studios>;;
799;<starring, Sigourney_Weaver>;;
835;<subject, 1986_films>;;
900;<starring, Keanu_Reeves>;;
633;<subject, Transgender-related_films>;;
871;<subject, Films_shot_in_Sydney>;;
467;<subject, Martial_arts_science_fiction_films>;;
659;<starring, Laurence_Fishburne>;;
531;<subject, Australian_films>;;
569;<subject, Orion_Pictures_films>;;
1581;<distributor, Orion_Pictures>;;
632;<subject, Films_set_in_1984>;;
1575;<distributor, subject, Warner_Bros.>;;
976;<subject, core#broader, Warner_Bros.>;;
3492;<distributor, industry, Outline_of_entertainment>;;
1934;<distributor, headquarter, Warner_Bros._Studios,_Burbank>;;
1693;<distributor, foundedBy, Sam_Warner>;;
1622;<distributor, foundedBy, Jack_L._Warner>;;
1564;<distributor, subject, American_companies_established_in_1923>;;
1755;<distributor, subject, Mass_media_companies_established_in_1923>;;
2857;<distributor, subject, Members_of_the_Motion_Picture_Association>;;
1648;<distributor, subject, 1923_establishments_in_California>;;
1540;<distributor, foundedBy, Harry_Warner>;;
1485;<distributor, foundedBy, Albert_Warner>;;
711;<distributor, subsidiary, Fandango_Media>;;
734;<distributor, subsidiary, Turner_Entertainment>;;
839;<distributor, parent, WarnerMedia>;;
765;<distributor, division, Warner_Bros._Theatre_Ventures>;;
832;<distributor, division, Warner_Bros._Interactive_Entertainment>;;
775;<distributor, subject, American_corporate_subsidiaries>;;
765;<distributor, depiction, Warner_studios_office_building_burbank.jpg>;;
788;<distributor, subject, San_Fernando_Valley>;;
828;<distributor, subject, Entertainment_companies_established_in_1923>;;
754;<distributor, keyPeople, Ann_Sarnoff>;;
706;<distributor, product, Publishing>;;
754;<distributor, subject, WarnerMedia_subsidiaries>;;
764;<distributor, product, Sound_recording_and_reproduction>;;
811;<distributor, subsidiary, WaterTower_Music>;;
713;<distributor, division, Warner_Bros._Television>;;
747;<distributor, parentCompany, WarnerMedia>;;
794;<distributor, product, Television_show>;;
679;<distributor, isPrimaryTopicOf, Warner_Bros.>;;
703;<distributor, keyPerson, Ann_Sarnoff>;;
679;<distributor, subject, Sibling_filmmakers>;;
686;<distributor, sameAs, 146783345>;;
598;<distributor, division, Warner_Bros._Global_Brands_and_Experiences>;;
2471;<distributor, product, Film>;;
2542;<distributor, subject, Companies_based_in_Burbank,_California>;;
1617;<subject, core#broader, Cinema_of_California>;;
1015;<subject, core#broader, California_culture>;;
9915;<distributor, type, Subsidiary>;;
6583;<starring, subject, Best_Drama_Actor_Golden_Globe_(film)_winners>;;
1102;<distributor, subject, Organizations_awarded_an_Academy_Honorary_Award>;;
2301;<distributor, product, Video_game>;;
1843;<distributor, subject, Mass_media_companies_of_the_United_States>;;
1747;<starring, subject, David_di_Donatello_winners>;;
2958;<starring, subject, Method_actors>;;
4205;<distributor, subject, Cinema_of_Southern_California>;;
3262;<distributor, subject, Hollywood_history_and_culture>;;
2267;<starring, subject, American_gun_control_activists>;;
2016;<director, subject, Film_producers_from_California>;;
1421;<starring, subject, Television_producers_from_California>;;
879;<starring, Jack_Nicholson>;;
778;<director, Stanley_Kubrick>;;
386;<subject, Films_directed_by_Stanley_Kubrick>;;
345;<subject, Films_shot_in_Montana>;;
362;<subject, Films_about_brothers>;;
615;<subject, Films_set_in_1967>;;
702;<subject, Films_shot_in_London>;;
345;<starring, James_Woods>;;
382;<subject, Films_shot_in_Virginia>;;
124;<subject, Films_set_in_New_Mexico>;;
576;<label, Warner_Records>;;
1632;<subject, Films_shot_in_Florida>;;
323;<subject, Films_set_in_Colorado>;;
378;<subject, Films_based_on_American_horror_novels>;;
278;<country, United_Kingdom>;;
266;<subject, Films_about_writers>;;
293;<subject, Films_based_on_works_by_Stephen_King>;;
67;<subject, Films_about_alcoholism>;;
260;<subject, American_psychological_horror_films>;;
2435;<country, United_States>;;
218;<subject, Films_about_domestic_violence>;;
1446;<subject, American_supernatural_horror_films>;;
230;<subject, Morgan_Creek_Productions_films>;;
192;<productionCompany, Morgan_Creek_Productions>;;
995;<subject, Films_about_murderers>;;
187;<studio, Morgan_Creek_Entertainment>;;
234;<subject, Films_about_widowhood>;;
363;<editing, Gerald_B._Greenberg>;;
361;<subject, Films_based_on_British_novels>;;
471;<starring, Kevin_Spacey>;;
837;<cinematography, Michael_Ballhaus>;;
358;<subject, Films_based_on_military_novels>;;
228;<starring, Donald_Sutherland>;;
319;<starring, Dustin_Hoffman>;;
642;<subject, 1990s_action_films>;;
484;<subject, Films_set_in_1991>;;
301;<subject, War_adventure_films>;;
103;<subject, American_war_films>;;
588;<music, Carter_Burwell>;;
1188;<subject, Films_about_United_States_Army_Special_Forces>;;
274;<subject, Films_set_in_deserts>;;
582;<musicComposer, Carter_Burwell>;;
507;<subject, Films_scored_by_Carter_Burwell>;;
292;<subject, American_political_comedy_films>;;
141;<subject, 1990s_comedy_road_movies>;;
1408;<subject, American_buddy_comedy_films>;;
114;<starring, Jack_Lemmon>;;
1177;<subject, 1990s_buddy_comedy_films>;;
975;<subject, Films_about_fictional_presidents_of_the_United_States>;;
575;<starring, Dan_Aykroyd>;;
1201;<music, subject, 1953_births>;;
1953;<starring, subject, Male_Western_(genre)_film_actors>;;
952;<musicComposer, subject, 1953_births>;;
748;<music, subject, Jewish_American_songwriters>;;
1173;<music, subject, Jewish_American_classical_composers>;;
1071;<musicComposer, subject, Jewish_American_classical_composers>;;
833;<musicComposer, subject, Jewish_American_songwriters>;;
302;<artist, subject, 20th-century_American_composers>;;
274;<artist, birthPlace, Los_Angeles>;;
433;<artist, subject, Animation_composers>;;
448;<artist, subject, American_television_composers>;;
662;<artist, subject, Male_film_score_composers>;;
254;<artist, subject, Jewish_American_film_score_composers>;;
206;<artist, subject, Musicians_from_Los_Angeles>;;
616;<artist, subject, American_film_score_composers>;;
54;<studio, subject, Recipients_of_the_Scientific_and_Technical_Academy_Award_of_Merit>;;
573;<starring, subject, Neighborhood_Playhouse_School_of_the_Theatre_alumni>;;
204;<productionCompany, location, New_York_City>;;
516;<starring, subject, Best_Supporting_Actor_Golden_Globe_(television)_winners>;;
218;<productionCompany, subject, Recipients_of_the_Scientific_and_Technical_Academy_Award_of_Merit>;;
818;<productionCompany, industry, Entertainment>;;
683;<musicComposer, genre, List_of_television_theme_music>;;
667;<music, subject, American_male_singers>;;
683;<music, subject, Danny_Elfman>;;
683;<music, isPrimaryTopicOf, Danny_Elfman>;;
659;<subject, core#broader, Works_by_Danny_Elfman>;;
666;<musicComposer, depiction, Danny_Elfman_cropped.jpg>;;
666;<music, instrument, Percussion_section>;;
649;<music, subject, Male_actors_from_Los_Angeles>;;
666;<music, subject, American_rock_musicians>;;
666;<musicComposer, instrument, Trombone>;;
666;<music, genre, Popular_music>;;
647;<music, genre, Soundtrack>;;
645;<musicComposer, subject, American_male_voice_actors>;;
666;<musicComposer, subject, Danny_Elfman>;;
674;<music, associatedMusicalArtist, Oingo_Boingo>;;
649;<music, subject, University_High_School_(Los_Angeles)_alumni>;;
632;<music, subject, People_from_Baldwin_Hills,_Los_Angeles>;;
585;<musicComposer, sameAs, 12496007>;;
585;<musicComposer, subject, University_High_School_(Los_Angeles)_alumni>;;
585;<music, genre, List_of_television_theme_music>;;
585;<music, subject, American_people_of_Polish-Jewish_descent>;;
585;<musicComposer, isPrimaryTopicOf, Danny_Elfman>;;
568;<musicComposer, subject, Male_actors_from_Los_Angeles>;;
545;<music, subject, Fonda_family>;;
545;<musicComposer, genre, Popular_music>;;
545;<musicComposer, subject, People_from_Baldwin_Hills,_Los_Angeles>;;
576;<music, associatedBand, Oingo_Boingo>;;
576;<musicComposer, associatedMusicalArtist, Oingo_Boingo>;;
544;<musicComposer, subject, American_male_singers>;;
545;<music, subject, Elfman_family>;;
545;<musicComposer, subject, Elfman_family>;;
542;<musicComposer, genre, Soundtrack>;;
526;<musicComposer, subject, American_new_wave_musicians>;;
552;<musicComposer, associatedBand, Oingo_Boingo>;;
497;<music, instrument, Trombone>;;
455;<music, subject, American_new_wave_musicians>;;
480;<musicComposer, subject, American_people_of_Polish-Jewish_descent>;;
480;<musicComposer, instrument, Percussion_section>;;
480;<music, title, List_of_awards_and_nominations_received_by_Danny_Elfman>;;
457;<musicComposer, subject, Fonda_family>;;
402;<musicComposer, subject, American_rock_musicians>;;
402;<music, subject, American_male_voice_actors>;;
402;<music, sameAs, 12496007>;;
402;<musicComposer, title, List_of_awards_and_nominations_received_by_Danny_Elfman>;;
402;<music, depiction, Danny_Elfman_cropped.jpg>;;
1710;<starring, subject, Male_actors_from_New_York_(state)>;;
1944;<starring, subject, Jewish_American_male_actors>;;
827;<productionCompany, subject, American_film_studios>;;
1617;<productionCompany, subject, Cinema_of_Southern_California>;;
2969;<productionCompany, type, Subsidiary>;;
3630;<productionCompany, industry, Film_industry>;;
673;<label, subject, Labels_distributed_by_Universal_Music_Group>;;
223;<producer, subject, 1958_births>;;
81;<artist, subject, Best_Original_Song_Academy_Award-winning_songwriters>;;
1574;<starring, Robert_Duvall>;;
843;<distributor, United_International_Pictures>;;
991;<subject, Films_about_lawyers>;;
261;<starring, Dan_Hedaya>;;
531;<subject, American_film_remakes>;;
429;<subject, 1990s_musical_comedy_films>;;
265;<subject, British_fantasy_adventure_films>;;
552;<subject, American_musical_comedy_films>;;
996;<starring, Richard_Dreyfuss>;;
178;<subject, Films_set_in_England>;;
373;<subject, Films_about_children>;;
569;<subject, Films_produced_by_Richard_D._Zanuck>;;
1965;<genre, Film_score>;;
1180;<subject, Films_set_in_1999>;;
543;<producer, Richard_D._Zanuck>;;
296;<subject, Films_set_in_Missouri>;;
363;<starring, Vanessa_Redgrave>;;
464;<subject, Films_produced_by_David_Brown>;;
608;<subject, Films_set_in_Virginia>;;
1041;<subject, American_science_fiction_films>;;
967;<subject, American_courtroom_films>;;
630;<producer, Scott_Rudin>;;
533;<starring, John_Travolta>;;
498;<subject, Films_produced_by_Scott_Rudin>;;
601;<subject, American_legal_drama_films>;;
676;<subject, 1990s_parody_films>;;
540;<starring, Rod_Steiger>;;
1367;<starring, Michael_J._Fox>;;
793;<subject, Films_set_in_Kansas>;;
999;<starring, Danny_DeVito>;;
390;<starring, Glenn_Close>;;
596;<type, Soundtrack>;;
901;<subject, American_parody_films>;;
820;<cinematography, Tak_Fujimoto>;;
276;<subject, 1980s_high_school_films>;;
1237;<editing, Richard_Marks>;;
342;<starring, Harry_Dean_Stanton>;;
265;<subject, 1986_comedy_films>;;
694;<subject, American_coming-of-age_comedy_films>;;
3160;<subject, American_teen_comedy_films>;;
1476;<subject, Films_about_proms>;;
262;<subject, 1980s_teen_comedy_films>;;
785;<subject, Coming-of-age_romance_films>;;
88;<subject, 1986_directorial_debut_films>;;
10580;<music, subject, 21st-century_American_pianists>;;
9295;<musicComposer, subject, American_male_pianists>;;
8644;<music, subject, 20th-century_American_pianists>;;
8564;<music, subject, American_male_pianists>;;
7254;<musicComposer, subject, 20th-century_American_pianists>;;
6861;<musicComposer, subject, 21st-century_American_pianists>;;
1335;<subject, core#broader, 1990s_science_fiction_films>;;
1894;<writer, occupation, Film_producer>;;
1168;<starring, subject, 21st-century_American_writers>;;
634;<starring, subject, 20th-century_American_writers>;;
4347;<writer, subject, American_science_fiction_writers>;;
981;<starring, subject, American_memoirists>;;
288;<subject, core#broader, Stop-motion_animated_films>;;
1697;<subject, core#broader, American_epic_films>;;
2411;<subject, Dystopian_films>;;
957;<music, Jerry_Goldsmith>;;
952;<musicComposer, Jerry_Goldsmith>;;
510;<artist, Jerry_Goldsmith>;;
921;<subject, Films_scored_by_Jerry_Goldsmith>;;
3644;<subject, 1999_films>;;
381;<subject, Films_about_aviation_accidents_or_incidents>;;
1235;<cinematography, Andrzej_Bartkowiak>;;
140;<starring, Robert_Downey_Jr.>;;
2123;<subject, American_police_detective_films>;;
543;<subject, Films_shot_in_Tennessee>;;
754;<subject, Films_based_on_television_series>;;
459;<subject, Films_set_on_airplanes>;;
540;<subject, Films_about_miscarriage_of_justice>;;
2585;<starring, subject, Male_actors_from_New_Jersey>;;
381;<editing, birthPlace, Redwood_City,_California>;;
678;<editing, subject, 1953_births>;;
370;<editing, subject, People_from_Redwood_City,_California>;;
325;<editing, isPrimaryTopicOf, Chris_Lebenzon>;;
325;<editing, sameAs, 222575056>;;
1279;<producer, subject, Primetime_Emmy_Award_winners>;;
618;<starring, subject, People_with_dyslexia>;;
842;<writer, subject, Jewish_American_screenwriters>;;
143;<subject, core#broader, White_House_in_fiction>;;
143;<subject, core#broader, Films_set_in_Washington,_D.C.>;;
663;<producer, subject, Seattle_Kraken>;;
635;<producer, notableWorks, Remember_the_Titans>;;
635;<producer, subject, American_sports_businesspeople>;;
635;<producer, notableWorks, Without_a_Trace>;;
635;<producer, notableWorks, Top_Gun>;;
635;<producer, notableWorks, Flashdance>;;
618;<producer, notableWorks, Black_Hawk_Down_(film)>;;
618;<producer, occupation, ZeniMax_Media>;;
452;<starring, subject, Best_Drama_Actor_Golden_Globe_(television)_winners>;;
618;<producer, notableWorks, _The_Sands_of_Time_(film)>;;
601;<producer, notableWorks, Con_Air>;;
648;<producer, subject, American_people_of_German-Jewish_descent>;;
601;<producer, notableWorks, CSI_(franchise)>;;
1137;<producer, spouse, Bonnie_Bruckheimer>;;
590;<producer, notableWorks, Pirates_of_the_Caribbean_(film_series)>;;
644;<producer, subject, Film_producers_from_Arizona>;;
580;<producer, notableWorks, King_Arthur_(2004_film)>;;
621;<producer, subject, California_Republicans>;;
580;<producer, notableWorks, Gone_in_60_Seconds_(2000_film)>;;
580;<producer, notableWorks, Bad_Boys_(franchise)>;;
1126;<producer, almaMater, University_of_Arizona>;;
580;<producer, notableWorks, Pearl_Harbor_(film)>;;
563;<producer, occupation, Seattle_Kraken>;;
563;<producer, notableWorks, Armageddon_(1998_film)>;;
604;<producer, subject, University_of_Arizona_alumni>;;
1075;<producer, spouse, Linda_Bruckheimer>;;
588;<producer, subject, National_Hockey_League_owners>;;
546;<producer, notableWorks, Coyote_Ugly_(film)>;;
861;<producer, subject, Businesspeople_from_Detroit>;;
546;<producer, subject, American_reality_television_producers>;;
546;<producer, sameAs, 29119790>;;
546;<producer, notableWorks, Lucifer_(TV_series)>;;
529;<producer, notableWorks, Crimson_Tide_(film)>;;
752;<producer, subject, 1943_births>;;
104;<subject, core#broader, Films_set_in_museums>;;
4282;<starring, subject, American_people_of_English_descent>;;
529;<producer, occupation, Jerry_Bruckheimer__PersonFunction__1>;;
512;<producer, notableWorks, Beverly_Hills_Cop_(franchise)>;;
512;<producer, depiction, JerryBruckheimerHWOFJune2013.jpg>;;
219;<starring, subject, Outstanding_Performance_by_a_Male_Actor_in_a_Drama_Series_Screen_Actors_Guild_Award_winners>;;
488;<producer, isPrimaryTopicOf, Jerry_Bruckheimer>;;
488;<producer, notableWorks, National_Treasure_(film_series)>;;
802;<starring, subject, American_female_models>;;
488;<producer, notableWorks, The_Rock_(film)>;;
488;<producer, notableWorks, Enemy_of_the_State_(film)>;;
1091;<music, subject, Video_game_composers>;;
1528;<producer, subject, Film_producers_from_New_York_(state)>;;
1618;<musicComposer, subject, Jewish_American_film_score_composers>;;
1674;<producer, subject, American_entertainment_industry_businesspeople>;;
2261;<starring, subject, African-American_male_actors>;;
112;<subject, core#broader, Cinema_of_Florida>;;
1666;<productionCompany, type, Production_company>;;
1971;<productionCompany, product, Film>;;
196;<subject, core#broader, Disaster_films_by_country>;;
101;<starring, subject, American_people_of_Polish_descent>;;
1204;<producer, subject, Action_film_directors>;;
1674;<starring, subject, 21st-century_Canadian_male_actors>;;
681;<starring, subject, Actors_with_disabilities>;;
1927;<starring, subject, Canadian_male_film_actors>;;
1802;<starring, subject, Former_Roman_Catholics>;;
1701;<starring, subject, 20th-century_Canadian_male_actors>;;
1956;<starring, subject, Canadian_male_television_actors>;;
1124;<starring, subject, American_television_producers>;;
443;<starring, subject, 1937_births>;;
684;<starring, subject, American_people_with_disabilities>;;
50;<starring, subject, Canadian_male_stage_actors>;;
1203;<subject, American_buddy_cop_films>;;
770;<starring, Danny_Glover>;;
1453;<starring, Mel_Gibson>;;
961;<starring, Tom_Cruise>;;
597;<starring, Steve_Buscemi>;;
291;<subject, 1980s_action_comedy_films>;;
377;<subject, 1980s_buddy_comedy_films>;;
816;<subject, 1990s_buddy_cop_films>;;
985;<subject, Films_shot_in_South_Carolina>;;
579;<subject, Films_set_in_Arizona>;;
1086;<subject, 1990_films>;;
467;<subject, Films_set_in_Georgia_(U.S._state)>;;
6714;<distributor, industry, Film_industry>;;
800;<subject, core#broader, Neo-noir_films_by_country>;;
729;<subject, core#broader, Crime_thriller_films>;;
2797;<starring, subject, Male_actors_of_Italian_descent>;;
1756;<distributor, subject, Paramount_Pictures>;;
1758;<subject, core#broader, American_drama_films>;;
2841;<subject, core#broader, Best_Director_Golden_Globe_winners>;;
5952;<subject, core#broader, Awards_for_best_film>;;
3744;<subject, core#broader, Golden_Globe_Award_winners>;;
1606;<distributor, locationCountry, United_States>;;
1283;<distributor, locationCity, California>;;
5651;<starring, subject, Best_Actor_Academy_Award_winners>;;
3558;<subject, core#broader, American_thriller_films>;;
2946;<writer, occupation, Screenwriter>;;
257;<starring, subject, People_from_Brooklyn>;;
856;<subject, core#broader, American_detective_films>;;
569;<music, subject, Best_Original_Song_Academy_Award-winning_songwriters>;;
318;<subject, core#broader, 1990s_crime_thriller_films>;;
632;<subject, core#broader, Police_detective_films>;;
1702;<writer, subject, Action_film_directors>;;
717;<starring, subject, 1970_births>;;
705;<subject, core#broader, American_police_films>;;
525;<musicComposer, subject, Best_Original_Song_Academy_Award-winning_songwriters>;;
423;<producer, subject, American_television_producers>;;
1303;<music, birthPlace, California>;;
1238;<musicComposer, subject, Classical_musicians_from_California>;;
2275;<subject, core#broader, 20th_Century_Studios_films>;;
2331;<starring, subject, Silver_Bear_for_Best_Actor_winners>;;
3786;<subject, core#broader, Best_Film_Editing_Academy_Award_winners>;;
3653;<subject, core#broader, Best_Directing_Academy_Award_winners>;;
1182;<musicComposer, birthPlace, California>;;
1171;<director, subject, 1954_births>;;
3832;<starring, subject, Outstanding_Performance_by_a_Male_Actor_in_a_Leading_Role_Screen_Actors_Guild_Award_winners>;;
119;<starring, subject, 1941_births>;;
5322;<subject, core#broader, Best_Sound_Editing_Academy_Award_winners>;;
1123;<music, subject, Classical_musicians_from_California>;;
2170;<subject, core#broader, 20th_Century_Studios>;;
1470;<writer, subject, Producers_who_won_the_Best_Picture_Academy_Award>;;
2555;<starring, subject, Best_Actress_Academy_Award_winners>;;
294;<writer, subject, 1954_births>;;
2315;<writer, subject, Horror_film_directors>;;
1010;<starring, subject, American_people_of_Austrian_descent>;;
1691;<distributor, parent, ViacomCBS>;;
1356;<distributor, subject, Gulf_and_Western_Industries>;;
1854;<distributor, subsidiary, New_Jersey_Zinc_Company>;;
1790;<distributor, keyPerson, Charles_Bluhdorn>;;
2928;<distributor, type, Conglomerate_(company)>;;
1629;<distributor, successor, Viacom_(1952–2006)>;;
1525;<distributor, predecessor, Gulf_and_Western_Industries>;;
3144;<distributor, location, New_York_(state)>;;
3351;<distributor, industry, Mass_media>;;
1940;<distributor, division, Paramount_Players>;;
1443;<distributor, division, Paramount_Home_Entertainment>;;
1605;<distributor, homepage, www.paramount.com>;;
1403;<distributor, parentCompany, ViacomCBS>;;
1555;<distributor, keyPerson, Jim_Gianopulos>;;
1078;<distributor, successor, Viacom_(1952-2006)>;;
985;<distributor, subsid, Horsehead_Corporation>;;
1141;<distributor, foundedBy, Jesse_L._Lasky>;;
1189;<distributor, division, Paramount_Animation>;;
1821;<distributor, sameAs, 157227502>;;
1457;<distributor, depiction, Paramount_logo_1914.jpg>;;
1838;<distributor, locationCity, Hollywood>;;
1960;<distributor, industry, Entertainment>;;
1734;<distributor, division, Paramount_Television_Studios>;;
1254;<distributor, subject, Former_components_of_the_Dow_Jones_Industrial_Average>;;
5739;<distributor, location, United_States>;;
486;<subject, 1997_crime_thriller_films>;;
6623;<subject, Films_whose_cinematographer_won_the_Best_Cinematography_Academy_Award>;;
234;<subject, 1970s_crime_thriller_films>;;
1730;<subject, Films_featuring_a_Best_Drama_Actor_Golden_Globe_winning_performance>;;
725;<subject, American_detective_films>;;
1126;<subject, Films_whose_writer_won_the_Best_Original_Screenplay_Academy_Award>;;
1324;<subject, 1990s_crime_drama_films>;;
182;<subject, Films_set_in_Minnesota>;;
837;<music, Howard_Shore>;;
838;<subject, Films_set_in_New_Jersey>;;
1365;<subject, Films_shot_in_New_Jersey>;;
811;<musicComposer, Howard_Shore>;;
2043;<distributor, Miramax_Films>;;
769;<subject, Films_scored_by_Howard_Shore>;;
145;<starring, Janeane_Garofalo>;;
1281;<subject, 1990s_adventure_films>;;
1633;<subject, American_historical_romance_films>;;
580;<subject, Films_about_rape>;;
718;<subject, 1974_films>;;
77;<starring, Faye_Dunaway>;;
2611;<subject, War_epic_films>;;
3730;<subject, American_war_drama_films>;;
328;<subject, Films_based_on_crime_novels>;;
1292;<subject, American_thriller_drama_films>;;
3370;<cinematography, award, BAFTA_Award_for_Best_Cinematography>;;
1765;<distributor, subject, NBCUniversal>;;
1936;<distributor, subsidiary, Amblin_Partners>;;
1735;<distributor, subsid, DreamWorks_Animation>;;
1861;<distributor, foundedBy, Mark_Dintenfass>;;
1836;<distributor, subsid, NBCUniversal_Entertainment_Japan>;;
1819;<distributor, subsid, United_International_Pictures>;;
1735;<distributor, product, Motion_pictures>;;
1808;<distributor, subsidiary, Entertainment_One>;;
1808;<distributor, divisions, Focus_Features>;;
1690;<distributor, divisions, Illumination_(company)>;;
1567;<distributor, subject, French_animation_studios>;;
1571;<distributor, subsidiary, Film>;;
1406;<distributor, foundedBy, Pat_Powers_(businessman)>;;
1503;<distributor, division, Universal_Pictures_Home_Entertainment>;;
1452;<distributor, division, Focus_Features>;;
1372;<distributor, founders, Pat_Powers_(businessman)>;;
1520;<distributor, foundedBy, David_Horsley>;;
1452;<distributor, subsid, Working_Title_Films>;;
1326;<distributor, foundedBy, Jules_Brulatour>;;
1382;<distributor, subject, Silent_film_studios>;;
1325;<distributor, foundedBy, Carl_Laemmle>;;
1342;<distributor, founders, David_Horsley>;;
1465;<distributor, founders, Jules_Brulatour>;;
1368;<distributor, divisions, Universal_Pictures_Home_Entertainment>;;
1302;<distributor, subject, Universal_City,_California>;;
1132;<distributor, subsid, Rede_Telecine>;;
1385;<distributor, keyPerson, Donna_Langley>;;
1368;<distributor, subsid, Amblin_Partners>;;
3335;<distributor, subject, Articles_containing_video_clips>;;
1220;<distributor, isPrimaryTopicOf, Universal_Pictures>;;
3562;<distributor, subject, Entertainment_companies_of_the_United_States>;;
1311;<distributor, foundedBy, Charles_O._Baumann>;;
1327;<distributor, founders, Carl_Laemmle>;;
1187;<distributor, founders, Charles_O._Baumann>;;
1289;<distributor, hqLocationCity, Universal_City,_California>;;
1238;<distributor, keyPeople, Donna_Langley>;;
1163;<distributor, divisions, Universal_Animation_Studios>;;
1077;<distributor, division, Illumination_(company)>;;
1107;<distributor, subject, Former_Vivendi_subsidiaries>;;
1238;<distributor, subsidiary, DreamWorks_Animation>;;
1067;<distributor, division, Universal_Animation_Studios>;;
1215;<distributor, subsidiary, NBCUniversal_Entertainment_Japan>;;
1021;<distributor, subsidiary, Working_Title_Films>;;
1140;<distributor, caption, Carl_Laemmle>;;
2180;<distributor, hqLocationCountry, United_States>;;
2956;<distributor, subject, American_companies_established_in_1912>;;
2969;<distributor, subject, Entertainment_companies_established_in_1912>;;
3121;<distributor, subject, Mass_media_companies_established_in_1912>;;
1667;<distributor, subject, Universal_Pictures>;;
2808;<distributor, subsidiary, United_International_Pictures>;;
2777;<distributor, subsidiary, Rede_Telecine>;;
2624;<distributor, subject, 1912_establishments_in_California>;;
553;<studio, locationCountry, United_States>;;
13650;<director, subject, Screenwriters_from_California>;;
2068;<cinematography, organization, American_Society_of_Cinematographers>;;
5522;<subject, core#broader, American_adventure_films>;;
1558;<distributor, parentCompany, Comcast>;;
1380;<distributor, parentCompany, NBCUniversal>;;
5687;<distributor, industry, Film>;;
1928;<distributor, subject, Companies_based_in_Los_Angeles_County,_California>;;
3957;<subject, Films_shot_in_Los_Angeles>;;
589;<starring, Julianne_Moore>;;
312;<subject, Films_about_the_United_States_Marine_Corps>;;
4558;<subject, core#broader, American_horror_films>;;
1085;<producer, subject, American_male_film_actors>;;
3287;<studio, products, Film>;;
406;<studio, subject, Hollywood_history_and_culture>;;
779;<studio, subject, Cinema_of_Southern_California>;;
686;<studio, subject, Film_distributors_of_the_United_States>;;
651;<producer, subject, American_television_directors>;;
4241;<subject, core#broader, Slasher_films_by_country>;;
4244;<subject, core#broader, 20th-century_slasher_films>;;
4217;<subject, core#broader, Slasher_films_by_decade>;;
760;<productionCompany, subject, Hollywood_history_and_culture>;;
936;<productionCompany, subject, Film_distributors_of_the_United_States>;;
2128;<starring, subject, American_male_stage_actors>;;
1972;<subject, 1980s_slasher_films>;;
617;<genre, isPrimaryTopicOf, Film_score>;;
2366;<starring, subject, American_sketch_comedians>;;
826;<subject, core#broader, 1990s_horror_films>;;
617;<genre, subject, Film_scores>;;
568;<subject, core#broader, Metro-Goldwyn-Mayer_films>;;
404;<producer, subject, American_people_of_Russian-Jewish_descent>;;
5165;<studio, industry, Film_industry>;;
518;<studio, subject, American_film_studios>;;
328;<artist, subject, Living_people>;;
700;<producer, subject, 20th-century_American_male_actors>;;
2742;<studio, product, Film>;;
1076;<label, subject, Soundtrack_record_labels>;;
